title,make_id,model_id,variant_id,body_id,year,center_id,color,vin,lot,doors,seats,fuel_type,fuel_details,transmission,transmission_details,euro_status,cc,keys,engine_runs,mileage,mileage_warranted,former_keepers,vat_status,bidding_history,last_bid,bidding_status,cap_new,cap_retail,cap_clean,cap_average,cap_below,glass_new,glass_retail,glass_trade,autotrader_retail_value,autotrader_trade_value,buy_now_price,start_date,start_time,end_date,mot_expiry_date,mot_due,inspection_date,dor,v5,reg,service_history,no_of_services,number_of_services_details,last_service,last_service_mileage,dvsa_mileage,inspection_report,other_report,service_notes,vendor,grade,tyres_condition,general_condition,brakes,hubs,features,equipment,additional_information,imported,declarations,damaged_images,damage_details,images
HYUNDAI I30 1.6 CRDI B/D 110 ACTIVE Hatchback,HYUNDAI,I30,ACTIVE,Hatchback,2014,Edinburgh,WHITE,TMAD251ULEJ178559,U134ED,5,,Diesel,Diesel,Manual Transmission,Manual Transmission,,1.6,2,False,116888,Yes,4.0,VAT Margin,"['£575', '£550', '£525', '£500']",575,On Sale,,,1600,1200,810,,,,,,,2026-01-03,09:30:00,,2026-07-29T00:00:00Z,,,,Present,EY14 TFZ,,,,2022-07-20T00:00:00Z,92959,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=EY14 TFZ-GB,,,,,,,,,,"Air Conditioning, Parking Sensor(s), Alloy Wheels, Temporary Spare Wheel","[{'cO2': '97 g/km', 'nox': '0.142 g/km'}, ['Spare Key(s) - fob buttons worn']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665311141, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665311156, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665311170, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665311189, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665311236, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665311262, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665311282, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665311302, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665311321, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665311332"
HYUNDAI I30 1.6 COMFORT Hatchback,HYUNDAI,I30,COMFORT,Hatchback,2010,Crawley,BLACK,TMADB51DLAJ094586,U119CR,5,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.6,1,False,127807,Yes,,VAT Margin,"['£425', '£400']",425,On Sale,,,990,580,220,,,,,,,2026-01-03,09:30:00,,2026-10-18T00:00:00Z,,,,Not Present,ET59 CFK,,,,2017-10-12T00:00:00Z,76971,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=ET59 CFK-GB,,3 services - copy only,,4,,,,,,"Air Conditioning, Alloy Wheels, Temporary Spare Wheel","[{'cO2': '152 g/km', 'nox': None}, ['Photocopy of V5 Present - image only']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665173046, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665173051, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665173060, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665173066, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665173075, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665173089, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665173107, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665173124, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665173140, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665173155"
HYUNDAI I30 1.6 CRDI B/D 110 SE Hatchback,HYUNDAI,I30,CRDI,Hatchback,2016,Manchester,GREY,TMAD351ULHJ363105,U199MA,5,,Diesel,Diesel,Manual Transmission,Manual Transmission,,1.6,2,False,185147,Yes,3.0,VAT Margin,"['£1,425', '£1,400', '£1,300']",1425,On Sale,,,1375,980,590,,,,,,,2026-01-03,09:30:00,,2026-09-22T00:00:00Z,,,,Present,EA66 KHB,,,,2025-07-31T00:00:00Z,172395,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=EA66 KHB-GB,,,,2,,,,,,"Navigation HDD, Parking Sensor(s), Air Conditioning, Alloy Wheels, Temporary Spare Wheel","[{'cO2': '94 g/km', 'nox': '0.047 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665258480, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665258495, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665258502, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665258512, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665258519, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665258530, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665258542, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665258554, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665258563, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665258576"
HYUNDAI IX20 1.4 ACTIVE MPV,HYUNDAI,IX20,ACTIVE,MPV,2013,Manchester,BLUE,TMAPU81CLDJ118450,U224MA,5,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.4,2,False,71722,Yes,3.0,VAT Margin,"['£1,700', '£1,600']",1700,On Sale,,,2400,1950,1500,,,,,,,2026-01-03,09:30:00,,2026-07-15T00:00:00Z,,,,Present,LR13 ATU,,,,2023-07-05T00:00:00Z,54163,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=LR13 ATU-GB,,,,4,,,,,,"Air Conditioning, Alloy Wheels","[{'cO2': '140 g/km', 'nox': '0.025 g/km'}, ['Key Condition - Remote Inoperative']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665014343, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665014353, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665014363, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665014374, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665014390, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665014406, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665014428, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665014450, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665014474, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665014504"
JAGUAR XF 2.7 D PREMIUM LUXURY Saloon,JAGUAR,XF,LUXURY,Saloon,2008,Walsall,GREY,SAJAC061897R35140,U546WL,4,,Diesel,Diesel,Automatic,Automatic,,2.7,2,False,120595,Yes,3.0,VAT Margin,"['£575', '£550', '£525', '£500']",575,On Sale,,,1075,770,470,,,,,,,2026-01-03,09:30:00,,2025-12-30T00:00:00Z,,,,Present,FP58 CPX,,,,2015-07-06T00:00:00Z,79370,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=FP58 CPX-GB,,,,5,,,,,,"Navigation System, Navigation HDD, Parking Sensor(s), Climate Control, Leather Trim, 19"" Alloy Wheels","[{'cO2': '199 g/km', 'nox': '0.199 g/km'}, ['Key Condition - Damaged casing', 'Key(s) Faulty - DAMAGED CASING ON SPARE']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664019475, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664019484, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664019496, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664019508, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664019520, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664019542, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664019566, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664019587, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664019607, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664019627"
JAGUAR X-TYPE 2.0 D SE Saloon,JAGUAR,X-TYPE,D,Saloon,2008,Walsall,BLACK,SAJAH511096J40451,U534WL,4,,Diesel,Diesel,Manual Transmission,Manual Transmission,,2.0,2,False,108883,Yes,2.0,VAT Margin,"['£200', '£150', '£100']",200,On Sale,,,660,260,150,,,,,,,2026-01-03,09:30:00,,2025-11-07T00:00:00Z,,,,Present,LG08 DDY,,,,2011-05-27T00:00:00Z,52245,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=LG08 DDY-GB,,,,4,,,,,,"Climate Control, Parking Sensor(s), Leather Trim, 17"" Alloy Wheels, Temporary Spare Wheel","[{'cO2': '149 g/km', 'nox': '0.205 g/km'}, ['Key Condition - Remote Inoperative', 'Key(s) Faulty - BOTH REQUIRE ATTENTION']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665108098, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665108112, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665108118, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665108125, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665108132, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665108150, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665108167, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665108189, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665108213, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665108236"
JAGUAR XF 3.0 D V6 240 LUXURY Saloon,JAGUAR,XF,LUXURY,Saloon,2011,Paddock Wood,BLACK,SAJAC0545BNS09877,U472PW,4,,Diesel,Diesel,Automatic,Automatic,,3.0,2,False,123659,Yes,11.0,VAT Margin,"['£1,250', '£1,225', '£1,200', '£1,100']",1250,On Sale,,,1325,1000,710,,,,,,,2026-01-03,09:30:00,,2026-09-29T00:00:00Z,,,,Present,AK11 NRJ,,,,0001-01-01T00:00:00Z,0,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=AK11 NRJ-GB,,,,3,,,,,,"Navigation System, Parking Sensor(s), Climate Control, Leather Trim, Tyre Inflation Kit, 18"" Alloy Wheels","[{'cO2': '179 g/km', 'nox': '0.176 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663547046, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663547053, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663547058, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663547062, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663547067, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663547076, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663547086, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663547095, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663547106, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663547117"
JAGUAR F-TYPE 2.0 P300 R-DYNAMIC Coupe,JAGUAR,F-TYPE,R,Coupe,2020,Preston,BLACK,SAJDB1AX2MCK70088,U480PR,2,,Petrol,Petrol,Automatic,Automatic,,2.0,2,False,29275,Incorrect,5.0,VAT Margin,"['£29,300', '£29,100', '£28,900', '£28,700', '£28,500', '£28,300', '£28,100', '£27,900', '£27,700', '£27,500', '£27,300']",29300,Provisional,,,28700,27400,26100,,,,,,,2026-01-03,09:30:00,,2026-03-23T00:00:00Z,,,,Present,WN20 EFS,,,,2025-03-20T00:00:00Z,26787,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=WN20 EFS-GB,,,,1,,,,,,"Navigation System, Navigation HDD, Climate Control, Parking Sensor(s), Leather Trim, 19"" Alloy Wheels","[{'cO2': '184 g/km', 'nox': None}, ['DVSA Discrepancy']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664967298, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664967313, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664967322, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664967333, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664967342, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664967359, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664967381, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664967397, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664967414, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664967434"
JAGUAR XF 3.0 D V6 240 LUXURY Saloon,JAGUAR,XF,LUXURY,Saloon,2009,Leeds,BLUE,SAJAC0541ANR72123,U181LD,4,,Diesel,Diesel,Automatic,Automatic,,3.0,2,False,137053,Yes,2.0,VAT Margin,"['£1,200', '£1,175', '£1,150', '£1,125', '£1,100', '£1,000']",1200,On Sale,,,1025,760,480,,,,,,,2026-01-03,09:30:00,,2026-01-06T00:00:00Z,,,,Present,YH59 VHF,,,,2025-12-09T00:00:00Z,136862,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=YH59 VHF-GB,,,,3,,,,,,"Navigation HDD, Parking Sensor(s), Climate Control, Leather Trim, 18"" Alloy Wheels","[{'cO2': '179 g/km', 'nox': '0.176 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665583290, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665583296, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665583309, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665583317, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665583331, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665583347, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665583363, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665583383, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665583399, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665583428"
JEEP GRAND CHEROKEE 3.0 CRD OVERLAND TECH StationWagon,JEEP,GRAND CHEROKEE,CRD,StationWagon,2010,Preston,SILVER,1J8HDE8M69Y502398,U489PR,5,,Diesel,Diesel,Automatic,Automatic,,3.0,1,False,131757,Incorrect,4.0,VAT Margin,"['£1,750', '£1,700', '£1,650', '£1,600']",1750,On Sale,,,1550,1150,750,,,,,,,2026-01-03,09:30:00,,2026-08-25T00:00:00Z,,,,Present,YE10 EZL,,,,0001-01-01T00:00:00Z,0,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=YE10 EZL-GB,,,,3,,,,,,"Navigation HDD, Parking Sensor(s), Air Conditioning, 18"" Alloy Wheels, Privacy Glass, Sunroof","[{'cO2': '270 g/km', 'nox': '0.288 g/km'}, ['Fault - no boot access', 'Fault(ext) - sunroof broken', 'DVSA Discrepancy']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664250784, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664250787, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664250793, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664250797, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664250802, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664250808, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664250815, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664250820, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664250827, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664250834"
JEEP RENEGADE 1.4 M/AIR 140 LONGITUDE Hatchback,JEEP,RENEGADE,LONGITUDE,Hatchback,2016,Preston,RED,1C4BU0000HPE53405,U522PR,5,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.4,2,False,70744,Yes,2.0,VAT Margin,"['£1,450', '£1,425', '£1,400', '£1,375', '£1,350', '£1,300', '£1,200']",1450,On Sale,,,4300,3675,3050,,,,,,,2026-01-03,09:30:00,,2025-12-29T00:00:00Z,,,,Present,WO66 EHU,,,,2024-12-16T00:00:00Z,63086,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=WO66 EHU-GB,,,,2,,,,,,"Navigation HDD, Parking Sensor(s), Air Conditioning, 17"" Alloy Wheels","[{'cO2': '140 g/km', 'nox': '0.016 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=660414965, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=660409109, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=660414978, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=660409120, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=660414986, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=660409132, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=660414995, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=660409141, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=660415008, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=660409147, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=660415029, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=660415046, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=660415062, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=660415073, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=660415094"
KIA SPORTAGE 1.7 CRDI 2WD 2 ISG StationWagon,KIA,SPORTAGE,2,StationWagon,2016,Paddock Wood,WHITE,U5YPH815LGL087768,U405PW,5,,Diesel,Diesel,Manual Transmission,Manual Transmission,,1.7,2,False,83973,Yes,2.0,VAT Margin,"['£4,400', '£4,350', '£4,300', '£4,250', '£4,200', '£4,150', '£4,100', '£4,050', '£4,000', '£3,950', '£3,900', '£3,850', '£3,800', '£3,750', '£3,700', '£3,650', '£3,600', '£3,550', '£3,500', '£3,450', '£3,400', '£3,350', '£3,300', '£3,200', '£3,100', '£3,000']",4400,On Sale,,,4750,4150,3525,,,,,,,2026-01-03,09:30:00,,2026-01-23T00:00:00Z,,,,Present,MW16 XET,,,,2019-06-24T00:00:00Z,36054,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=MW16 XET-GB,,,,4,,,,,,"Navigation SD Card, Navigation System, Parking Sensor(s), Climate Control, 17"" Alloy Wheels, Privacy Glass","[{'cO2': '119 g/km', 'nox': '0.033 g/km'}, ['Tailgate Struts Defective']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664636002, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664636010, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664636016, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664636025, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664636032, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664636045, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664636061, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664636072, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664636089, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664636102"
KIA CEED 1.6 CRDI 115 VR-7 Hatchback,KIA,CEED,CRDI,Hatchback,2011,Bedford,GREY,U5YHB516LBL268563,U037BD,5,,Diesel,Diesel,Manual Transmission,Manual Transmission,,1.6,1,False,124483,Yes,3.0,VAT Margin,"['£450', '£400']",450,On Sale,,,670,270,150,,,,,,,2026-01-03,09:30:00,,2026-01-01T00:00:00Z,,,,Present,EK11 ZFX,,,,2024-12-19T00:00:00Z,115371,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=EK11 ZFX-GB,,,,4,,,,,,"Air Conditioning, Parking Sensor(s), Alloy Wheels, Temporary Spare Wheel","[{'cO2': '113 g/km', 'nox': '0.137 g/km'}, ['Key Condition - Damaged casing']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665292067, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665292080, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665292089, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665292101, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665292110, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665292130, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665292150, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665292175, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665292195, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665292227"
KIA PICANTO 1.0 1 Hatchback,KIA,PICANTO,1,Hatchback,2012,Manchester,SILVER,KNABE311LDT344922,U217MA,3,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.0,1,False,90963,Yes,3.0,VAT Margin,"['£975', '£950', '£925', '£900']",975,On Sale,,,1250,850,450,,,,,,,2026-01-03,09:30:00,,2026-03-08T00:00:00Z,,,,Present,DY62 GVL,,,,2024-07-26T00:00:00Z,80595,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=DY62 GVL-GB,,,,4,,,,,,Tyre Inflation Kit,"[{'cO2': '99 g/km', 'nox': '0.005 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665627448, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665627454, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665627461, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665627471, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665627479, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665627496, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665627511, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665627536, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665627562, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665627578"
KIA PICANTO 1.0 VR7 Hatchback,KIA,PICANTO,VR7,Hatchback,2014,Bedford,WHITE,KNABX511LET826290,U013BD,5,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.0,2,False,132744,Yes,4.0,VAT Margin,,,,,,1500,1100,700,,,,,,,2026-01-03,09:30:00,,2026-10-24T00:00:00Z,,,,Present,HJ64 CXZ,,,,2024-10-17T00:00:00Z,113170,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=HJ64 CXZ-GB,,,,5,,,,,,Air Conditioning,"[{'cO2': '99 g/km', 'nox': '0.005 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126203, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126213, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126228, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126245, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126254, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126279, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126308, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126340, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126366, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126391"
KIA PICANTO 1.0 2 Hatchback,KIA,PICANTO,2,Hatchback,2012,Bedford,BLACK,KNABX511LCT182587,U009BD,5,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.0,2,False,63159,Yes,2.0,VAT Margin,,,,,,2000,1575,1150,,,,,,,2026-01-03,09:30:00,,2026-11-29T00:00:00Z,,,,Present,H15 KMY,,,,2018-02-12T00:00:00Z,22363,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=H15 KMY-GB,,,,5,,,,,,"Air Conditioning, Alloy Wheels, Tyre Inflation Kit","[{'cO2': '99 g/km', 'nox': '0.005 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665188447, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665188451, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665188456, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665188459, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665188462, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665188465, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665188469, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665188472, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665188476, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665188479"
KIA SPORTAGE 1.7 CRDI 2 StationWagon,KIA,SPORTAGE,2,StationWagon,2012,Preston,BLACK,U5YPC815LCL144412,U487PR,5,,Diesel,Diesel,Manual Transmission,Manual Transmission,,1.7,2,True,104437,Yes,4.0,VAT Margin,"['£825', '£800']",825,On Sale,,,1925,1500,1100,,,,,,,2026-01-03,09:30:00,,2025-12-05T00:00:00Z,,,,Present,EY12 ZHH,,,,2022-06-28T00:00:00Z,87063,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=EY12 ZHH-GB,,,,3,,,,,,"Parking Sensor(s), Climate Control, Half Leather Trim, Alloy Spare Wheel, 17"" Alloy Wheels, Panoramic Roof, Privacy Glass","[{'cO2': '135 g/km', 'nox': '0.124 g/km'}, ['Fault - heavy smoker', 'Fault(ext) - non runner', 'Sold Without - RAC report']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=661870550, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=661870565, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=661870581, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=661870597, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=661870609, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=661870619, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=661870630, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=661870641"
