title,make_id,model_id,variant_id,body_id,year,center_id,color,vin,lot,doors,seats,fuel_type,fuel_details,transmission,transmission_details,euro_status,cc,keys,engine_runs,mileage,mileage_warranted,former_keepers,vat_status,bidding_history,last_bid,bidding_status,cap_new,cap_retail,cap_clean,cap_average,cap_below,glass_new,glass_retail,glass_trade,autotrader_retail_value,autotrader_trade_value,buy_now_price,start_date,start_time,end_date,mot_expiry_date,mot_due,inspection_date,dor,v5,reg,service_history,no_of_services,number_of_services_details,last_service,last_service_mileage,dvsa_mileage,inspection_report,other_report,service_notes,vendor,grade,tyres_condition,general_condition,brakes,hubs,features,equipment,additional_information,imported,declarations,damaged_images,damage_details,images
KIA PICANTO 1.0 2 Hatchback,KIA,PICANTO,2,Hatchback,2011,Measham,BLACK,KNABX511LCT105271,U283MM,5,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.0,2,False,134586,Yes,4.0,VAT Margin,"['£675', '£650', '£600']",675,On Sale,,,1175,770,370,,,,,,,2026-01-03,09:30:00,,2026-07-10T00:00:00Z,,,,Present,FV61 HFO,,,,2021-09-09T00:00:00Z,103499,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=FV61 HFO-GB,,,,4,,,,,,Alloy Wheels,"[{'cO2': '99 g/km', 'nox': '0.005 g/km'}, ['Door(s) - Inoperative - Boot', 'Key Condition - Damaged casing']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665081520, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665081537, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665081543, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665081548, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665081551, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665081556, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665081565, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665081572, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665081578, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665081584"
KIA CEED 1.6 2 Hatchback,KIA,CEED,2,Hatchback,2009,Manchester,BLACK,U5YHB512LAL190346,U244MA,5,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.6,2,False,143040,Yes,5.0,VAT Margin,"['£200', '£150', '£100']",200,On Sale,,,690,290,150,,,,,,,2026-01-03,09:30:00,,2026-01-22T00:00:00Z,,,,Present,LC59 HDK,,,,0001-01-01T00:00:00Z,0,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=LC59 HDK-GB,,,,4,,,,,,"Air Conditioning, Alloy Wheels","[{'cO2': '146 g/km', 'nox': None}, ['Key Condition - Key Blade Missing']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665253764, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665253768, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665253772, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665253774, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665253778, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665253782, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665253788, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665253795, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665253801, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665253809"
KIA SPORTAGE 2.0 CRDI AWD GT-LINE StationWagon,KIA,SPORTAGE,CRDI,StationWagon,2016,Manchester,BLACK,U5YPK813NGL188522,U235MA,5,,Diesel,Diesel,Manual Transmission,Manual Transmission,,2.0,2,False,72833,Yes,2.0,VAT Margin,"['£4,500', '£4,450', '£4,400', '£4,350', '£4,300', '£4,250', '£4,200', '£4,150', '£4,100', '£4,050', '£4,000', '£3,900', '£3,800']",4500,On Sale,,,6625,5750,4900,,,,,,,2026-01-03,09:30:00,,2025-12-29T00:00:00Z,,,,Present,DGZ 9715,,,,2025-02-28T00:00:00Z,66692,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=DGZ 9715-GB,,,,5,,,,,,"Navigation SD Card, Parking Sensor(s), Climate Control, Leather Trim, Steel Spare Wheel, 19"" Alloy Wheels","[{'cO2': '139 g/km', 'nox': '0.038 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665356900, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665356908, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665356919, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665356924, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665356934, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665356952, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665356972, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665356995, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665357011, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665357032"
KIA PICANTO 1.2 WHITE Hatchback,KIA,PICANTO,WHITE,Hatchback,2013,Glasgow - East,WHITE,KNABX312LDT448701,U157GE,3,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.2,2,False,88917,Yes,4.0,VAT Margin,"['£1,625', '£1,600', '£1,500']",1625,On Sale,,,1900,1475,1025,,,,,,,2026-01-03,09:30:00,,2026-05-03T00:00:00Z,,,,Present,SC62 LHO,,,,2025-04-24T00:00:00Z,87064,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=SC62 LHO-GB,,,,3,,,,,,"Climate Control, Alloy Wheels","[{'cO2': '106 g/km', 'nox': '0.019 g/km'}, ['Door(s) - Inoperative - boot']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664024678, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664024687, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664024690, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664024699, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664024710, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664024724, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664024746, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664024767, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664024785, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664024798"
KIA RIO 1.4 3 ISG Hatchback,KIA,RIO,3,Hatchback,2013,Edinburgh,BLACK,KNADN512LE6895235,U143ED,5,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.4,2,False,66636,Yes,3.0,VAT Margin,"['£1,575', '£1,550', '£1,500', '£1,400']",1575,Provisional,,,2500,2075,1600,,,,,,,2026-01-03,09:30:00,,2026-12-08T00:00:00Z,,,,Present,ST63 FHN,,,,2017-11-03T00:00:00Z,28994,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=ST63 FHN-GB,,,,4,,,,,,"Parking Sensor(s), Climate Control, 17"" Alloy Wheels, Tyre Inflation Kit, Privacy Glass","[{'cO2': '124 g/km', 'nox': '0.008 g/km'}, ['Key Condition - Spare remote inoperative']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663794932, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663794947, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663794974, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663794989, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663795006, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663795030, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663795051, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663795070, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663795092, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663795113"
KIA OPTIMA 1.7 CRDI 140 ISG 3 DCT Saloon,KIA,OPTIMA,3,Saloon,2017,Preston,BLACK,KNAGU415VH5140642,U526PR,4,,Diesel,Diesel,Auto Clutch,Auto Clutch,,1.7,2,False,138181,Yes,2.0,VAT Margin,"['£2,700', '£2,600', '£2,400']",2700,On Sale,,,2850,2350,1850,,,,,,,2026-01-03,09:30:00,,2026-03-15T00:00:00Z,,,,Present,LK17 WCZ,,,,2024-12-16T00:00:00Z,128116,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=LK17 WCZ-GB,,,,3,,,,,,"Navigation SD Card, Parking Sensor(s), Climate Control, Half Leather Trim, 18"" Alloy Wheels","[{'cO2': '116 g/km', 'nox': '0.021 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665367059, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665367065, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665367070, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665367083, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665367085, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665367096, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665367106, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665367119, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665367126, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665367140"
KIA PICANTO 1.0 1 Hatchback,KIA,PICANTO,1,Hatchback,2012,Edinburgh,BLACK,KNABE511LCT225314,U130ED,5,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.0,2,False,70252,Yes,1.0,VAT Margin,"['£1,425', '£1,400', '£1,300']",1425,On Sale,,,1650,1250,830,,,,,,,2026-01-03,09:30:00,,2026-02-03T00:00:00Z,,,,Present,SK12 UTF,,,,2024-02-03T00:00:00Z,62870,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=SK12 UTF-GB,,,,4,,,,,,na,"[{'cO2': '99 g/km', 'nox': '0.005 g/km'}, ['Spare Key(s) - fob buttons worn/inop']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665302568, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665302581, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665302595, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665302612, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665302623, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665302638, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665302653, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665302667, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665302680, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665302690"
KIA SORENTO 2.2 CRDI KX-4 StationWagon,KIA,SORENTO,4,StationWagon,2016,Leeds,WHITE,KNAPH81BSG5232757,U185LD,5,,Diesel,Diesel,Automatic,Automatic,,2.2,2,True,155360,Yes,2.0,VAT Margin,"['£5,100']",5100,Reserve not met,,,7300,6400,5500,,,,,,,2026-01-03,09:30:00,,2026-10-17T00:00:00Z,,,,Present,YC66 HCZ,,,,2025-09-15T00:00:00Z,154496,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=YC66 HCZ-GB,,,,2,,,,,,"Navigation SD Card, Parking Sensor(s), Climate Control, Leather Trim, 19"" Alloy Wheels, Panoramic Roof, Privacy Glass","[{'cO2': '174 g/km', 'nox': '0.042 g/km'}, ['Fault - Flat battery', 'Fault(ext) - Engine knocking', 'No Guarantee Only Faults', 'Sold Without - RAC report']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663004101, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663004112, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663004124, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663004140, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663004146, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663004159, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663004169, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663004178"
KIA SPORTAGE 1.7 CRDI 3 StationWagon,KIA,SPORTAGE,3,StationWagon,2013,Leeds,SILVER,U5YPC815LDL385168,U189LD,5,,Diesel,Diesel,Manual Transmission,Manual Transmission,,1.7,1,True,171526,Yes,8.0,VAT Margin,"['£200', '£100']",200,Reserve not met,,,1425,1025,630,,,,,,,2026-01-03,09:30:00,,2026-03-02T00:00:00Z,,,,Present,BX63 KHB,,,,0001-01-01T00:00:00Z,0,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=BX63 KHB-GB,,,,4,,,,,,"Navigation System, Parking Sensor(s), Climate Control, Leather Trim, 18"" Alloy Wheels, Panoramic Roof","[{'cO2': '143 g/km', 'nox': '0.131 g/km'}, ['Non Runner - Will not start', 'No Guarantee Only Faults']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663744201, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663744206, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663744215, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663744222, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663744231, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663744235, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663744245, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663744251"
KIA CEED 1.6 CRDI 134 3 ISG Hatchback,KIA,CEED,3,Hatchback,2016,Walsall,BLUE,U5YHN516LGL243474,U548WL,5,,Diesel,Diesel,Manual Transmission,Manual Transmission,,1.6,1,False,133207,Yes,2.0,VAT Margin,"['£1,575', '£1,550', '£1,525', '£1,500', '£1,400']",1575,On Sale,,,2300,1875,1425,,,,,,,2026-01-03,09:30:00,,2026-06-10T00:00:00Z,,,,Present,BP16 WYM,,,,2025-03-18T00:00:00Z,115447,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=BP16 WYM-GB,,2 services - image only,,3,,,,,,"Navigation SD Card, Parking Sensor(s), Climate Control, Half Leather Trim, Temporary Spare Wheel, Alloy Wheels, Privacy Glass","[{'cO2': '99 g/km', 'nox': None}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664701329, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664701341, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664701354, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664701370, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664701383, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664701402, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664701425, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664701452, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664701471, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664701489"
KIA RIO 1.2 2 Hatchback,KIA,RIO,2,Hatchback,2013,Manchester,BLACK,KNADN511LD6827497,U211MA,5,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.2,2,False,82038,Yes,1.0,VAT Margin,"['£1,600', '£1,500', '£1,400']",1600,On Sale,,,1800,1375,980,,,,,,,2026-01-03,09:30:00,,2026-02-18T00:00:00Z,,,,Present,MA13 HMU,,,,2025-02-07T00:00:00Z,75840,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=MA13 HMU-GB,,,,4,,,,,,"Air Conditioning, Parking Sensor(s)","[{'cO2': '119 g/km', 'nox': '0.010 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665570667, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665570679, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665570687, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665570691, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665570701, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665570711, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665570724, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665570736, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665570752, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665570765"
KIA SPORTAGE 2.0 CRDI KX-3 StationWagon,KIA,SPORTAGE,3,StationWagon,2012,Manchester,BLACK,U5YPC813NDL220848,U227MA,5,,Diesel,Diesel,Manual Transmission,Manual Transmission,,2.0,2,False,177404,Yes,4.0,VAT Margin,"['£575', '£550', '£525', '£500']",575,On Sale,,,1350,940,550,,,,,,,2026-01-03,09:30:00,,2026-01-30T00:00:00Z,,,,Present,LD62 BYG,,,,2024-01-22T00:00:00Z,127342,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=LD62 BYG-GB,,,,4,,,,,,"Navigation System, Navigation HDD, Parking Sensor(s), Climate Control, Leather Trim, Alloy Spare Wheel, 18"" Alloy Wheels, Panoramic Roof, Privacy Glass","[{'cO2': '156 g/km', 'nox': '0.126 g/km'}, ['Key Condition - Damaged casing']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665052215, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665052221, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665052229, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665052235, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665052244, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665052256, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665052265, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665052272, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665052280, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665052287"
LAND ROVER FREELANDER 2 2.2 TD4 S StationWagon,LAND ROVER,FREELANDER 2,S,StationWagon,2009,Bristol,SILVER,SALFA23B48H099329,U083BR,5,,Diesel,Diesel,Automatic,Automatic,,2.2,1,False,150404,Yes,8.0,VAT Margin,"['£1,050', '£1,000', '£900']",1050,On Sale,,,960,560,220,,,,,,,2026-01-03,09:30:00,,2026-01-12T00:00:00Z,,,,Present,WJ09 YPL,,,,2022-11-30T00:00:00Z,129899,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=WJ09 YPL-GB,,,,5,,,,,,"Navigation HDD, Non OEM I.C.E./NAV System, Climate Control, Temporary Spare Wheel, 17"" Alloy Wheels","[{'cO2': '224 g/km', 'nox': '0.318 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665412866, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665412874, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665412879, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665412886, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665412891, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665412905, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665412917, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665412928, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665412941, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665412953"
LAND ROVER DISCOVERY 3 2.7 TD V6 HSE StationWagon,LAND ROVER,DISCOVERY 3,HSE,StationWagon,2009,Paddock Wood,BLUE,SALLAAA138A491688,U453PW,5,,Diesel,Diesel,Automatic,Automatic,,2.7,2,False,154890,Yes,4.0,VAT Margin,"['£1,450', '£1,400', '£1,300']",1450,On Sale,,,1950,1500,1075,,,,,,,2026-01-03,09:30:00,,2026-01-05T00:00:00Z,,,,Present,LT58 FNO,,,,2024-12-03T00:00:00Z,139678,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=LT58 FNO-GB,,,,5,,,,,,"Parking Sensor(s), Climate Control, Leather Trim, 7 Seats, 19"" Alloy Wheels, Privacy Glass, Panoramic Roof","[{'cO2': '270 g/km', 'nox': '0.317 g/km'}, ['Door(s) - Inoperative - Boot', 'Key Condition - Remote Inoperative', 'I.C.E. Fault']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663795267, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663795277, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663795283, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663795289, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663795293, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663795302, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663795313, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663795323, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663795338, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663795354"
